"Chr_01" "Chr_02" "Chr_03" "Chr_04" "Chr_05" "Chr_06" "Chr_07" "genome"
"1" 0.00605314564229676 0.0061046530447044 0.00564053540460971 0.00900244299769165 0.00589773784869244 0.00598592061964288 0.00597402814250216 0.00629079320763088
"2" 0.00681895256785738 0.00707330598499243 0.00642931204877355 0.00959953672427152 0.00681571141528378 0.00668743458240153 0.00682010223723892 0.00711094895187164
"3" 0.00635376461351104 0.00650397294511578 0.00600342317383542 0.00944721734799192 0.00625572760456214 0.0063300349946705 0.00632829727831953 0.0066627146425348
"4" 0.00606836074652023 0.00615397805089559 0.00573699495717114 0.00918877761567196 0.00597955202534954 0.00605547833141998 0.00599087501108081 0.00637287575981895
"5" 0.00687129625064433 0.00702436023694044 0.00639812738868795 0.00940529308596282 0.00680556088046 0.00664062188245694 0.00680595006758312 0.00707393707646358
"6" 0.00705922314634493 0.00719056178597098 0.0065791053560233 0.0097373685528869 0.00702260341420837 0.00678250145008504 0.00693486547409985 0.0072696439325328
"7" 0.00696138705449125 0.00710132558799563 0.00648376862005306 0.00959496728740176 0.00692623603997744 0.00672709502216593 0.00689031262757088 0.00717834274328341
"8" 0.00672455720586928 0.00684618220526622 0.0062744969375853 0.00943549158903352 0.00667795278269497 0.00655730955461112 0.00666461673361292 0.00695824040474909
"9" 0.00612691709271954 0.00619655137765325 0.00576958118873316 0.00921096458339904 0.006023544974177 0.00610022060533691 0.00602606098136207 0.00640800702368717
"10" 0.00668045427916608 0.00691728154357486 0.00634042423078592 0.00944990188513492 0.00666418880376423 0.00654271804427702 0.00663356916951584 0.00695927755732619
"11" 0.00632814392662512 0.00641906200920688 0.00592264109021485 0.00926513539106883 0.00618116331821984 0.00624988539316013 0.00622587491369734 0.00657041137514971
"12" 0.00601974909773715 0.00603033007210536 0.00564303657007497 0.00900994697280638 0.00589712870083145 0.00599243640486914 0.00589161696376174 0.00626881122299479
"13" 0.00673267631104589 0.0068791696404014 0.00631756492166278 0.00922725550265847 0.00668574011987923 0.00651143335982661 0.0066464319613697 0.00693472076968195
"14" 0.00692184552980225 0.00705342604716032 0.00647686873370831 0.00962885367339161 0.00692597384558844 0.00665008173977287 0.00677760555070432 0.0071388121470769
"15" 0.00683055151515474 0.00695311849883071 0.00640045511051374 0.00945555155197469 0.00680654076547641 0.00661117831438921 0.00672651617481634 0.00704524003780205
"16" 0.00659769566585765 0.0067082057947659 0.00619135157635414 0.00925313202282716 0.00657216490396484 0.00644169787250775 0.00651053884731923 0.00682620572809938
"17" 0.00608095118291568 0.00608837703566017 0.00569436641304221 0.00903557792458169 0.00594938442937076 0.00604693072663907 0.00593099150688589 0.00631446532341188
"18" 0.00722760831274958 0.00728381873493923 0.00671865003521721 0.00989176942301476 0.00718142743149425 0.00702394264488889 0.00713029036581627 0.00743774046101501
"19" 0.00695763949518854 0.00712974526188765 0.00644150087857862 0.00972062515826362 0.00692999160076569 0.00680796422922089 0.00693275909224828 0.00722046036119868
"20" 0.00622483184012535 0.00630377041669688 0.00593396826400683 0.00938661888648229 0.00632641926298493 0.00601638877815065 0.00607059830101149 0.00653572106895535
"21" 0.00648464261630439 0.00638918413289429 0.00619450452170757 0.00971577510407226 0.0066984584733452 0.00620393785792721 0.00616761507803253 0.00677639909955864
"22" 0.00638251244202026 0.00635676387759886 0.00602195550783107 0.00960579964575876 0.00646461944583205 0.00613935520258295 0.00617955139153844 0.00666133833035695
"23" 0.00643640735082103 0.00643804795934901 0.00609048365004588 0.0094655993287338 0.0065148750095797 0.00625577136755276 0.00628328951504265 0.00671180611874894
"24" 0.00698444425124921 0.00718441636985429 0.00648772676234813 0.00974136511434736 0.00696412959220404 0.00681565344104739 0.00693865229384548 0.00724404992947466
"25" 0.00636183502152836 0.00649009417453621 0.00603388866499186 0.00941464002703311 0.00634291740743097 0.00637438323958612 0.00627068423825305 0.00668754368229503
"26" 0.0073164236712551 0.00727060701977033 0.00668292857957507 0.00972522192199076 0.00716144926928744 0.00698585495675353 0.00712247928011958 0.00740780681581777
"27" 0.00749828145654975 0.0074170844236542 0.00687351052297974 0.0101061724824774 0.00738977940287594 0.00711453735738147 0.00727302137775552 0.0076164032836804
"28" 0.00740146389537207 0.00734108288823654 0.00676797375659995 0.00996296886913408 0.00727909173530571 0.00706763372906679 0.00720492685281996 0.00751309463207843
"29" 0.00711267657087648 0.00710692936991755 0.00656343733701391 0.00977595280116675 0.00703655456491167 0.00689377383644079 0.00696210450308609 0.00728478101892194
"30" 0.00641989496324936 0.00654115753728007 0.00607777571417075 0.00944115786213172 0.00638789114242697 0.00641772539237874 0.00630112158580157 0.00672651979768147
"31" 0.00701874917452822 0.00706822702816186 0.00636677328126121 0.00951977017897578 0.00690334402019078 0.00674821510909453 0.00690731266737915 0.00716211249731714
"32" 0.0072015271444124 0.00723163376469145 0.00652967611000277 0.00994954642025733 0.00714393783030615 0.00689021708136853 0.00706886176748536 0.00738088717647804
"33" 0.0071196566206264 0.00715468374841563 0.00646628973649928 0.00979059329259646 0.00703129002522622 0.00685581977795844 0.00699845988615909 0.00728493178607719
"34" 0.00680153627285648 0.00686593464965194 0.00625084205363447 0.00953961599814094 0.00672876537689636 0.00664051138399241 0.00671548434226571 0.0070128159922075
"35" 0.00581905651828064 0.00589162391654619 0.0055375371269723 0.00871231108313819 0.00580441191331424 0.00585211747912646 0.00566844342611223 0.00611751466056408
"36" 0.00616806924959057 0.00635756032260901 0.00602608817664521 0.00955096490188089 0.0064625739278764 0.00606219082152464 0.00605216540611255 0.00659385145608827
"37" 0.00603638326110738 0.00634067475771816 0.00588441999991952 0.00930744248227753 0.00625593721896546 0.00601901320393899 0.00606994773243518 0.0064830803672575
"38" 0.00621247016556597 0.00642344232811602 0.00598327082836835 0.00917643811595338 0.00636674467630892 0.00616764898412622 0.00619324580179945 0.00657638706485583
"39" 0.00704810197425975 0.00711787276658252 0.00641343788014102 0.00951948672853155 0.00694333829801836 0.00674991144523178 0.00691006176385808 0.00718372662059369
"40" 0.00630560683597095 0.00639390455112243 0.00618765277057156 0.00969478402853228 0.00663561147284684 0.00617480770866403 0.00617037517857331 0.00672291885848567
"41" 0.00645809775598169 0.00647190183863164 0.00623040258565187 0.00962801918800989 0.00659590390020838 0.00628951816083412 0.00630455718609751 0.00678140160883371
"42" 0.00723703667457369 0.00727941828669424 0.00658625450610095 0.00992894596216403 0.00717510029726658 0.00689734529603157 0.00706890364579978 0.00740127793013745
"43" 0.00633734117711026 0.00643353800155218 0.00606274696150602 0.009417109631543 0.00649232994469701 0.00626629154311139 0.00628042582493706 0.00668299538005202
"44" 0.00714872760346861 0.0072011616293959 0.0065063382156317 0.00978796878555383 0.0070658817331656 0.00686240665302719 0.00698500270817981 0.00730232351373649
"45" 0.0068528324072644 0.00692233501046717 0.00630646191882856 0.00956307805982487 0.00677946669104944 0.00666852753260813 0.00673589694493567 0.00705096132841474
